  -50.0000000       3.52998090    
  -45.0000000       4.18650770    
  -40.0000000       5.02709150    
  -35.0000000       6.13280487    
  -30.0000000       7.64133310    
  -25.0000000       9.80889034    
  -20.0000000       13.1804323    
  -15.0000000       19.2057858    
  -10.0000000       34.0144081    
  -5.00000000       49.7052460    
   0.00000000       53.7590828    
   5.00000000       49.7053528    
   10.0000000       34.0143738    
   15.0000000       19.2057819    
   20.0000000       13.1804504    
   25.0000000       9.80889511    
   30.0000000       7.64133072    
   35.0000000       6.13279295    
   40.0000000       5.02709436    
   45.0000000       4.18650579    
   50.0000000       3.52997971    
