  0.100000001      0.205930471       9.96829942E-02  -9.12558213E-02 -0.511114359       1.99334230E-02   4.98414971E-02   4.99593616E-02
  0.200000003      0.557637990      0.197589353     -0.253205478      -1.34071255       7.89389983E-02   9.87946764E-02   9.96829942E-02
  0.300000012      0.947597206      0.292269319     -0.464975387      -1.73340416      0.174664423      0.146134660      0.148956850    
  0.400000006       1.27895176      0.382594377     -0.703326702      -1.43815053      0.303293347      0.191297188      0.197589353    
  0.500000000       1.48591840      0.467719227     -0.944910347     -0.827950239      0.459697723      0.233859614      0.245410249    
  0.600000024       1.54332030      0.547046244      -1.16831553     -0.473047882      0.637642324      0.273523122      0.292269319    
  0.700000048       1.46503103      0.620190561      -1.35575950     -0.625624001      0.830033302      0.310095280      0.338035256    
  0.800000072       1.29370081      0.686949551      -1.49429035      -1.06537569       1.02920020      0.343474776      0.382594377    
  0.900000095       1.08570349      0.747272193      -1.57646227      -1.37043798       1.22720218      0.373636097      0.425849646    
   1.00000012      0.895646393      0.801233828      -1.60046148      -1.30867684       1.41614723      0.400616914      0.467719316    
   1.10000014      0.764104366      0.849010646      -1.56972599     -0.998527467       1.58850133      0.424505323      0.508136213    
   1.20000017      0.710802734      0.890859365      -1.49215090     -0.745835483       1.73739433      0.445429683      0.547046244    
   1.30000019      0.733848751      0.927098095      -1.37897027     -0.752693236       1.85688925      0.463548571      0.584407985    
   1.40000021      0.814090788      0.958086669      -1.24345601     -0.966279685       1.94222295      0.479042679      0.620190620    
   1.50000024      0.922654927      0.984216273      -1.09957266      -1.16950834       1.98999250      0.492108136      0.654374540    
   1.60000026       1.02937520       1.00589526     -0.960684121      -1.19334817       1.99829483      0.502947628      0.686949492    
   1.70000029       1.10997772       1.02353752     -0.838446140      -1.05027044       1.96679735      0.511768758      0.717913389    
   1.80000031       1.15060806       1.03755617     -0.741952658     -0.890848815       1.89675844      0.518778086      0.747272193    
   1.90000033       1.14914572       1.04835355     -0.677182853     -0.852119446       1.79096758      0.524176776      0.775039017    
   2.00000024       1.11355603       1.05631924     -0.646773160     -0.944772243       1.65364397      0.528159618      0.801233828    
   2.10000014       1.05823302       1.06182110     -0.650111258      -1.06707525       1.49026144      0.530910552      0.825880945    
   2.20000005      0.999510765       1.06520712     -0.683695793      -1.11079872       1.30733168      0.532603562      0.849010646    
   2.29999995      0.951544464       1.06679928     -0.741711617      -1.05342138       1.11215389      0.533399642      0.870657206    
   2.39999986      0.923447609       1.06689465     -0.816768825     -0.961520851      0.912500679      0.533447087      0.890859306    
   2.49999976      0.918096364       1.06576192     -0.900687039     -0.918637574      0.716338158      0.532880485      0.909658432    
   2.59999967      0.932601452       1.06364393     -0.985294759     -0.951953471      0.531484246      0.531821549      0.927098036    
   2.69999957      0.960019052       1.06075871      -1.06313527      -1.01963484      0.365307420      0.530378759      0.943224728    
   2.79999948      0.991685629       1.05729640      -1.12805593      -1.05853570      0.224435195      0.528648198      0.958086491    
   2.89999938       1.01952934       1.05342495      -1.17561114      -1.04116023      0.114481688      0.526712477      0.971733391    
   2.99999928       1.03782308       1.04928827      -1.20330083     -0.992320716       3.98302861E-02  0.524644136      0.984216034    
   3.09999919       1.04407871       1.04501057      -1.21059680     -0.958792627       3.45803634E-03  0.522505283      0.995586157    
   3.19999909       1.03903639       1.04069245      -1.19880545     -0.965997458       6.81565842E-03  0.520346224       1.00589502    
   3.29999900       1.02590597       1.03642130      -1.17076802      -1.00048685       4.97675054E-02  0.518210649       1.01519501    
   3.39999890       1.00918388       1.03226483      -1.13048673      -1.02832067      0.130603001      0.516132414       1.02353752    
   3.49999881      0.993373871       1.02827799      -1.08263600      -1.02728856      0.246097103      0.514138997       1.03097391    
   3.59999871      0.981957018       1.02450228      -1.03212166      -1.00349724      0.391646534      0.512251139       1.03755581    
   3.69999862      0.976772249       1.02096808     -0.983611107     -0.981076956      0.561448753      0.510484040       1.04333282    
   3.79999852      0.977880776       1.01769412     -0.941145241     -0.978632033      0.748739541      0.508847058       1.04835379    
   3.89999843      0.983891189       1.01469409     -0.907865345     -0.994603813      0.946039498      0.507347047       1.05266666    
   3.99999833      0.992525756       1.01197159     -0.885797441      -1.01221478       1.14549935      0.505985796       1.05631876    
   4.09999847       1.00131929       1.00952625     -0.875805676      -1.01636326       1.33915806      0.504763126       1.05935574    
   4.19999838       1.00821435       1.00735140     -0.877612829      -1.00599825       1.51928473      0.503675699       1.06182122    
   4.29999828       1.01196349       1.00543785     -0.889938116     -0.992467463       1.67872012      0.502718925       1.06375802    
   4.39999819       1.01227725       1.00377285     -0.910705507     -0.987725437       1.81109011      0.501886427       1.06520712    
   4.49999809       1.00970209       1.00234115     -0.937295854     -0.994163752       1.91113031      0.501170576       1.06620836    
   4.59999800       1.00535679       1.00112689     -0.966833413      -1.00434542       1.97484100      0.500563443       1.06679928    
   4.69999790       1.00056350       1.00011218     -0.996456444      -1.00902665       1.99969149      0.500056088       1.06701708    
   4.79999781      0.996508896      0.999279916      -1.02356958      -1.00526774       1.98469055      0.499639422       1.06689489    
   4.89999771      0.993995428      0.998611212      -1.04604447     -0.997761428       1.93042946      0.499305040       1.06646597    
   4.99999762      0.993321896      0.998089135      -1.06235945     -0.993498623       1.83907330      0.499044091       1.06576169    
